amount,old_balance_orig,new_balance_orig,old_balance_dest,new_balance_dest,type,name_orig,name_dest,hour,day_of_week,is_fraud
41.71,1632.2,4679.64,9127.78,1116.8,debit,C9843526,M4426007,15,5,0
885.28,5207.97,3953.7,9811.43,5221.86,cash_in,C2892851,M2429208,18,4,1
54.42,4441.55,5833.51,7156.79,2099.45,cash_out,C3681525,M7942801,2,3,0
208.86,8661.89,3395.11,9792.5,2153.06,cash_out,C5287978,M6981699,20,4,0
0.22,4453.34,1584.52,3759.21,3710.99,cash_out,C5151775,M9542620,5,2,1
0.33,1033.22,9063.67,7033.95,3418.0,transfer,C2116286,M6540690,17,6,1
0.22,4900.29,8703.17,142.57,8762.22,cash_out,C1108382,M3543843,16,2,1
0.1,7564.1,4356.98,5645.74,6508.76,payment,C6312602,M2168237,20,2,1
63.86,1729.6,1345.24,5226.8,9439.54,cash_in,C2786695,M5002258,0,6,0
85.9,9419.63,175.78,9169.37,9246.19,cash_out,C1133760,M8661818,7,4,0
22.36,9506.3,7954.25,4744.51,9206.55,transfer,C3027871,M9409792,9,1,0
24.97,4859.24,5089.15,3960.37,110.86,debit,C2031438,M1144621,14,0,0
169.87,7191.65,2858.71,2015.27,6783.84,cash_in,C4634051,M1869547,11,5,1
20.81,6948.22,4525.65,4749.55,7598.17,cash_in,C3018458,M8964761,3,3,0
71.8,3563.68,4047.73,7719.69,4126.52,transfer,C7335540,M9791515,7,1,0
0.02,6188.43,3729.79,1698.62,8258.79,payment,C3322128,M7373024,21,5,1
54.45,6279.02,9576.16,1904.76,8394.11,debit,C2274041,M5334775,7,4,0
21.29,3682.27,2916.69,6750.44,4271.2,transfer,C6613235,M9268512,20,4,0
0.03,7050.78,534.18,4029.96,8305.16,cash_out,C8030643,M1149541,0,4,1
0.18,5761.02,2168.46,2690.38,4740.39,payment,C8645617,M4410943,7,2,1
342.02,3645.75,8954.87,6041.22,1167.19,debit,C7759870,M8918739,18,0,1
29.5,9705.96,7137.72,9248.86,9851.02,cash_in,C5758541,M5027624,4,0,0
16.03,9949.65,4999.07,1473.22,6608.26,cash_in,C7121455,M3453713,16,1,0
11.97,2712.31,8900.82,9026.25,9886.16,cash_in,C3156471,M5867041,0,0,0
2.04,7372.91,6612.51,305.83,3972.12,transfer,C2448892,M6103531,21,5,0
24.71,951.56,338.47,7680.33,2870.05,cash_out,C9313232,M2921689,12,5,0
619.46,6991.13,2061.66,2421.27,8996.14,cash_out,C7398652,M4368402,0,0,1
2.78,473.39,618.91,8225.48,5927.58,transfer,C8438468,M9741619,3,5,0
0.43,5363.78,544.06,5314.6,9825.73,cash_out,C6635841,M5675458,2,2,1
21.75,7584.38,6287.43,600.67,7421.99,transfer,C5404222,M4701474,20,3,0
31.35,7726.11,3999.69,5384.52,6462.7,debit,C2381560,M3354355,4,5,0
45.97,3553.02,9843.01,7634.22,3100.69,cash_in,C5302258,M8683940,0,6,0
63.49,829.14,8299.27,9978.87,459.73,payment,C4558295,M5102144,0,6,0
4.12,2107.75,4533.86,5088.0,9789.45,transfer,C3093662,M6174508,4,5,0
56.44,9987.11,7361.12,3624.18,384.94,transfer,C7803765,M9150736,13,3,0
12.43,5002.87,4041.47,8989.63,6616.2,debit,C4636360,M7864683,7,3,0
21.63,6701.01,343.29,7314.23,4025.47,cash_out,C8715677,M7736356,5,4,0
0.22,4494.15,8324.94,5197.3,5741.77,cash_out,C8508580,M7661931,2,3,1
1.9,1953.89,9176.09,6062.04,8930.71,debit,C1011337,M8781265,9,4,0
50.15,5699.45,1151.11,3302.24,6262.62,cash_in,C8798942,M3555068,13,2,0
9.17,3863.8,346.88,8402.19,9130.14,payment,C9928852,M1413335,10,0,0
6.72,9417.78,2980.0,7754.75,1182.67,cash_in,C6530801,M9100810,17,4,0
188.74,1476.84,9576.93,8643.43,8687.29,payment,C2557136,M9965462,17,3,1
4043.31,3152.86,4342.45,655.22,6549.73,transfer,C1073195,M4080895,8,2,1
12.0,5276.24,4527.34,8369.18,4963.63,cash_in,C1835328,M4907657,20,0,0
151.5,278.38,1106.59,8784.17,3464.96,transfer,C2070518,M9508997,12,6,0
11.1,1792.06,7566.93,327.28,6649.52,debit,C6781924,M3503745,5,1,0
82.66,2187.12,1278.76,5651.86,3905.97,transfer,C1228842,M9363019,20,1,1
271.16,7876.41,9056.52,6546.96,4292.4,payment,C8570421,M7098183,7,3,1
125.44,2953.98,346.34,8108.83,4998.7,transfer,C5648789,M6118318,12,5,0
14.33,4139.27,7792.03,5010.77,592.03,cash_in,C9270275,M4494335,11,5,0
17.98,2266.81,3370.03,749.28,3870.09,cash_in,C8026853,M6938057,16,1,0
39.58,5116.1,7886.83,5659.49,8575.88,payment,C8196746,M3684708,13,6,0
35.27,3977.21,3067.16,3200.58,1627.15,cash_in,C8931634,M7122318,16,3,0
652.44,2978.2,1674.77,8849.84,4144.28,debit,C4664866,M5224876,9,1,1
160.88,9968.49,6936.04,8678.55,413.57,transfer,C6127143,M6354067,1,2,0
4.59,1831.2,2764.49,4688.46,7354.88,transfer,C1857930,M8682046,6,2,0
31.23,5714.73,6999.74,4523.68,9155.32,cash_in,C3380326,M6280331,8,5,1
10.11,6325.97,6887.69,2492.72,9261.22,transfer,C8075121,M3310344,10,4,0
12.9,480.67,1413.29,7002.3,148.17,payment,C1388554,M4103640,17,0,0
5.21,8858.71,1478.76,4693.55,2721.75,cash_out,C4754689,M9245512,19,6,0
5.12,878.83,7243.35,9065.91,1205.59,cash_out,C6915526,M1489768,8,6,0
0.1,4661.12,2715.5,5558.47,8420.88,cash_in,C4073227,M6770456,3,5,1
0.25,5332.44,5584.67,6801.28,3550.76,payment,C2346321,M5354426,20,6,1
7.63,6075.92,9097.68,900.13,2398.29,transfer,C2315207,M8996632,21,2,0
6.83,7582.41,2277.2,4592.18,409.38,cash_in,C3276877,M8950828,5,4,0
14.22,2077.98,4478.39,3914.19,9977.11,cash_out,C2457419,M6326103,15,2,0
9.23,7648.72,7496.92,7634.4,2647.55,transfer,C3915877,M8118823,0,4,0
2158.91,7857.01,4476.55,1681.86,5932.64,transfer,C8111802,M4926562,2,4,1
46.47,7921.99,2425.23,6222.82,3426.67,transfer,C8311956,M9289149,1,2,0
3.03,7238.93,8232.91,5444.54,9185.08,cash_out,C8025845,M8393940,7,5,0
11.46,9527.46,2231.6,7838.28,8295.07,debit,C9901867,M1645558,9,4,0
5.74,6609.95,6537.11,666.12,3756.04,cash_out,C7723265,M5995918,11,0,0
4.81,1839.47,7251.28,1159.96,2627.98,cash_in,C7070196,M7225780,14,3,0
22.22,732.84,7211.52,2998.77,340.4,payment,C5341285,M4256164,2,4,0
2.16,3061.63,4415.2,6188.87,2327.74,transfer,C1639794,M3630384,21,4,0
3.21,6460.92,3274.86,4139.2,6864.87,transfer,C8846695,M3122436,12,6,0
9.21,9106.05,2214.93,1701.06,1204.27,cash_in,C3369858,M2398904,23,0,0
26.92,8218.96,1640.64,1069.71,5544.45,cash_in,C2266948,M6406676,14,1,0
21.02,4892.06,7751.47,3653.95,5692.31,cash_in,C9175938,M1016421,14,5,0
63.56,8420.83,901.65,8647.55,659.15,payment,C6331732,M1857625,0,6,1
7.75,7783.53,3835.11,8088.47,2515.95,cash_in,C1574034,M4574334,23,2,0
17.08,1784.0,3230.46,4057.67,7636.2,transfer,C4988610,M1797321,8,0,0
20.2,2136.58,4140.06,6928.76,6826.26,payment,C2154396,M3452756,7,6,0
159.95,542.07,8897.79,8318.03,6683.8,cash_in,C3894458,M2202439,1,6,0
45.66,2521.22,3815.44,1095.45,3173.99,cash_out,C1049023,M2653227,7,4,0
2.36,7981.33,1820.74,7732.39,7428.3,transfer,C7488346,M9774012,3,5,0
50.37,4211.83,189.47,5420.96,6799.69,transfer,C9034342,M5119360,23,3,0
53.69,5151.78,7093.67,6515.36,4341.27,cash_out,C1774654,M1717087,0,2,0
0.35,1087.26,598.51,4791.5,187.47,transfer,C8276305,M5050761,8,4,1
80.89,7965.11,6745.79,8395.7,3274.35,cash_out,C4635481,M8697014,0,4,0
186.03,8833.31,5882.99,896.98,2721.83,payment,C7070115,M5354387,11,3,0
2.71,4014.74,3450.47,8244.76,6040.39,cash_in,C8177059,M9363715,2,1,0
9.46,8127.72,6912.18,6789.72,5054.71,cash_out,C8141340,M5035216,18,2,0
34.55,4077.08,8308.89,9244.3,4462.13,cash_out,C1423782,M7245407,11,3,0
601.53,8476.07,5295.05,7499.65,8249.33,transfer,C3782891,M3345284,6,5,1
54.15,9558.11,6705.45,9618.01,3089.07,cash_in,C7396535,M3951259,15,3,0
367.91,9519.14,1193.45,8074.81,4219.35,transfer,C6002802,M3921178,20,5,1
849.67,2344.97,6049.56,9904.46,7397.51,cash_out,C7973587,M5394487,15,0,1
3.65,3833.37,9771.88,3936.24,5154.09,cash_in,C1366539,M4631438,12,4,0
124.29,129.6,2855.21,2276.9,6860.82,cash_out,C7737135,M4808649,22,6,0
0.29,1893.14,9525.68,7816.7,7098.77,debit,C2906140,M3812988,15,0,1
18.46,2873.58,532.44,2715.8,3833.49,cash_out,C2580209,M2374993,17,3,0
75.96,4850.16,5234.08,302.18,5411.09,cash_in,C7718915,M1896378,15,2,1
3.52,7318.07,8381.46,5254.33,2595.24,debit,C9003810,M5779148,18,4,0
45.18,3225.67,9305.6,1434.74,4954.29,transfer,C5683516,M7865555,10,3,0
56.74,5573.63,5391.92,1109.85,9410.81,transfer,C8258973,M2291333,15,1,0
25.01,9579.93,7095.0,4123.18,2508.21,cash_in,C4357393,M2579044,5,4,0
135.6,8344.75,4541.45,1862.28,8680.67,cash_in,C2734021,M8022144,19,2,0
8.52,9147.17,5120.45,977.93,8407.88,cash_out,C9817361,M1898452,12,4,0
21.99,568.88,7659.74,6465.72,228.38,transfer,C8147400,M9283777,11,1,0
8.02,1237.7,2295.85,9838.33,2025.25,transfer,C5061376,M2289861,15,4,0
15.67,5826.12,7567.7,549.55,6923.55,transfer,C5071370,M8989673,21,1,0
23.46,3778.56,7787.6,5084.87,3483.29,cash_in,C4932915,M3074710,4,3,0
47.86,2256.49,6357.96,1540.45,3289.35,payment,C2775723,M8347503,8,0,0
17.6,1924.14,5620.75,8793.86,6330.57,payment,C9280076,M8062735,5,0,0
30.99,7096.02,4117.58,469.49,6992.51,cash_in,C4913637,M5380869,11,2,0
2556.13,5593.1,3251.56,1028.78,3957.16,transfer,C5066150,M1145575,15,4,1
15.53,3442.98,9583.54,556.8,5912.72,payment,C7079433,M8798283,4,5,0
9.43,9854.19,6151.66,8675.81,7055.92,cash_in,C9111031,M4157178,10,5,1
279.84,4243.52,5131.4,758.77,2141.34,debit,C8893152,M4223062,13,3,0
406.63,4840.34,2340.99,3007.97,210.93,cash_out,C6127619,M3224727,20,1,1
6.04,9456.45,1031.17,6205.62,8807.63,cash_out,C2028961,M7908768,21,1,0
1524.93,3154.56,242.72,8926.44,1088.79,payment,C5868568,M5503935,5,2,1
12.54,8544.77,1637.48,9853.97,405.09,payment,C5104558,M7171594,0,5,0
26.71,3575.27,8955.01,999.53,6716.25,debit,C8143682,M2092626,10,3,0
9.02,8046.8,2921.57,3158.4,3580.37,debit,C2089741,M4229956,14,0,0
23.7,1428.93,8403.83,9902.17,6875.33,debit,C1936211,M9532403,5,3,0
10.31,8235.91,798.93,6465.74,3251.23,payment,C5482331,M4040679,23,4,0
4.99,6378.32,1827.55,4854.82,7140.14,cash_in,C8103918,M3906972,5,4,0
4.38,3898.86,5729.94,1019.37,747.71,debit,C4219121,M1272505,19,6,0
0.07,6571.68,8600.75,3011.16,3847.61,cash_out,C9596432,M4151107,8,3,1
0.34,5434.1,2377.71,2457.49,2166.0,payment,C2720127,M9838407,12,3,1
5.86,469.1,4403.11,8102.89,8138.16,cash_out,C5769406,M5179026,23,4,0
399.0,5589.4,3500.9,4552.69,2121.6,transfer,C6828339,M3736182,17,5,1
131.2,6252.48,3794.85,2792.6,9856.48,cash_in,C1138525,M5173142,18,3,0
12.22,9605.64,2905.45,2174.34,6049.3,cash_in,C7792383,M6505230,1,2,0
40.7,5278.03,144.85,7644.02,8001.88,payment,C5596432,M3287980,17,4,0
22.87,2820.24,2919.54,7324.29,6486.06,cash_in,C9662828,M8275243,13,3,0
43.53,2656.32,262.37,7037.88,4630.0,transfer,C8268397,M1863863,2,6,0
0.46,899.86,9637.4,2227.44,5283.63,cash_in,C2721829,M6649263,12,3,1
45.95,7306.17,100.51,3453.19,5473.91,debit,C8086318,M1335591,21,0,0
46.84,2681.52,8879.5,6862.6,2123.66,cash_out,C7172964,M8297037,18,4,0
7.47,9922.71,2854.56,7618.74,264.72,payment,C7861222,M7853970,22,4,0
37.1,3497.24,551.06,8265.76,7518.96,payment,C3985466,M8291940,2,3,0
65.1,1761.4,3378.22,4512.46,3076.56,transfer,C3181928,M6543836,1,6,0
5.37,3304.89,7086.68,4955.97,7471.22,cash_in,C6047500,M9626210,2,5,0
30.47,5221.29,2946.47,2520.49,7511.68,debit,C1868567,M7465311,6,2,0
29.09,7228.9,937.34,7720.83,8516.52,cash_out,C8369810,M7331260,19,2,0
108.84,115.18,3010.06,9214.54,8610.58,cash_out,C9216231,M8711923,11,4,1
74.48,8926.18,3934.18,4208.04,610.89,cash_out,C8087736,M4617703,8,2,0
213.68,5991.82,4089.37,7830.74,3837.45,cash_out,C4902869,M2760795,17,0,0
4.16,2301.27,4453.47,4274.62,4820.1,transfer,C8524467,M4688317,3,3,0
6.19,4663.74,8872.81,1813.29,4193.42,cash_out,C7511643,M5110468,12,3,0
39.32,5143.46,9027.12,5587.25,8876.1,cash_in,C9319786,M5445393,15,6,0
58.88,6872.97,6535.63,9415.4,8409.18,payment,C3320915,M6941510,6,3,0
22.79,8793.96,8705.21,9626.8,7861.68,cash_in,C7531259,M8813668,13,4,0
39.2,8733.98,323.02,8679.11,4270.38,payment,C2350852,M6169486,19,3,0
3.04,852.71,7568.37,7688.65,6552.23,cash_out,C1996482,M1976246,1,5,0
53.93,2849.86,431.62,4149.51,4044.44,debit,C3516836,M5062907,23,2,0
8.0,5300.8,9590.04,3401.97,6606.53,payment,C5127225,M6737077,5,1,0
79.15,4175.02,9840.15,6349.85,9162.67,transfer,C1617723,M5365908,14,0,0
256.4,878.95,693.31,2530.6,3145.88,payment,C8070174,M2305210,2,4,0
9.68,5720.2,7382.42,8352.13,9936.82,transfer,C2707959,M6339878,16,1,0
10.2,9298.58,4077.75,857.36,7328.65,cash_in,C8527555,M8131159,2,4,0
72.44,5160.11,6722.4,2878.57,4669.43,debit,C7905648,M7709129,21,5,0
19.79,5520.84,1557.89,6179.69,7429.7,cash_out,C7188445,M7779942,10,4,0
6.25,6454.85,771.21,7211.46,7043.7,cash_out,C1060547,M4027962,18,5,0
0.46,8568.12,3223.9,8397.94,6836.05,debit,C9976312,M8085538,5,1,1
58.86,2241.19,973.57,3946.64,419.09,cash_in,C6159469,M8567652,7,1,1
31.09,2607.97,7359.0,5053.39,1759.83,cash_in,C6020284,M6074194,4,0,0
40.6,1120.8,9307.23,7488.41,6754.76,cash_out,C9464916,M9067338,20,1,1
20.09,5418.98,7502.42,7026.85,8608.07,cash_in,C6202510,M9336608,15,2,0
6719.19,9194.87,855.91,6775.73,185.76,payment,C9625447,M7272800,6,2,1
7.89,7747.22,5391.67,877.49,2179.37,debit,C9845421,M7118313,20,1,0
55.68,6062.94,3502.9,6263.92,6236.78,debit,C9766338,M6093370,22,5,0
6.01,1791.01,9979.8,9794.14,3369.89,debit,C2855595,M7321483,14,2,0
8.23,5426.57,9430.39,1061.3,2281.36,debit,C2538468,M1688743,23,0,0
91.25,743.8,2656.19,3913.28,2665.25,debit,C3903287,M6230410,5,0,0
49.3,5784.91,7471.17,2497.41,7654.98,transfer,C2704646,M3908982,2,4,0
40.6,2012.6,997.71,962.84,7264.92,transfer,C4299102,M5185220,2,2,0
54.15,2038.19,634.34,721.44,2312.22,cash_out,C1987944,M6155837,9,0,0
15.0,6750.01,1088.1,569.78,9998.18,cash_in,C7049235,M6084824,21,6,0
9.59,7440.08,7108.41,2450.07,8022.18,payment,C6093157,M3007886,17,5,0
6.61,1072.98,4125.44,6177.36,9057.91,payment,C6725110,M3561896,1,3,0
3.19,6219.42,7364.05,1119.49,4251.58,transfer,C7416366,M7384324,22,4,0
38426.18,8893.06,8513.24,7294.43,6400.84,cash_out,C5195289,M3248106,23,0,1
46.3,8259.85,9258.05,1604.26,928.81,cash_in,C6969998,M7746260,5,5,0
6.23,5727.96,3876.44,1545.5,5337.87,payment,C9331051,M2448717,23,0,0
18.2,6654.28,6378.03,9232.59,9477.12,payment,C9259031,M3172754,4,4,1
13.53,2092.24,1543.1,561.6,6489.35,cash_in,C5485076,M6697547,19,3,0
26.67,1994.61,4684.5,1308.76,6139.6,transfer,C5953331,M6614950,5,5,0
31.26,9958.91,8857.38,8048.13,328.37,cash_out,C9657185,M7701384,0,6,0
10.95,383.93,7933.82,8334.36,2695.26,cash_in,C7016513,M6040478,15,2,0
26.32,6956.64,6109.17,3476.55,7208.37,transfer,C5314691,M2399749,20,4,0
35.41,3371.77,3982.21,6909.33,2121.95,transfer,C7525141,M6523544,20,6,0
33.94,2283.52,5632.75,5355.35,9274.79,cash_in,C7390726,M6831671,13,5,0
2.5,6272.06,2452.78,2139.44,6624.12,transfer,C7990905,M3147096,4,6,0
25.07,9923.67,8013.71,8694.55,5604.52,transfer,C5688262,M9086524,18,2,0
7.1,8833.85,7561.29,6192.45,2221.76,transfer,C4478160,M6524250,3,6,0
17.15,9948.3,5909.95,9904.25,3294.26,cash_out,C3826766,M5862847,9,0,0
1044.16,2670.19,8107.9,7337.66,9574.63,cash_out,C6161099,M8390359,4,4,0
0.44,9577.4,4147.51,2229.02,657.32,debit,C6559653,M4708816,4,5,1
14.5,8097.5,2632.89,5154.28,5218.97,debit,C7943611,M6565483,12,5,0
73.0,1751.31,7765.55,9398.68,5394.48,cash_out,C3665065,M9817050,5,5,0
10.96,7663.02,5316.73,1627.2,3797.81,transfer,C8328113,M9555595,16,2,0
46.76,6846.93,8334.85,4901.09,4154.09,cash_in,C9428568,M1309910,19,3,0
181.39,9738.3,7367.25,5787.87,8326.41,cash_in,C6615719,M3458857,2,1,1
143.96,9382.52,3291.53,3511.67,7894.19,payment,C3661549,M9438039,22,4,0
5.78,4627.8,2836.7,9672.98,737.26,payment,C9834267,M7472175,21,1,0
28.13,1290.97,7507.1,1266.38,6209.25,cash_in,C8120263,M5314628,10,1,0
0.18,3251.11,7698.28,7808.63,4414.72,transfer,C7766294,M8392036,16,4,1
67.35,178.57,8108.55,5700.67,2144.79,debit,C4081730,M2023838,3,3,0
10.49,950.03,7390.44,5798.51,6556.86,cash_out,C3894941,M5710737,4,1,0
17.71,7939.61,2228.17,7745.7,6042.0,cash_in,C7401689,M7882178,17,0,0
15.39,2614.99,6583.58,588.22,919.85,debit,C1563480,M5606927,0,6,0
0.28,812.7,8557.89,8717.62,4442.47,cash_out,C7286891,M9841317,12,3,1
62.9,9292.58,3330.33,2798.4,8819.44,payment,C5111229,M3587735,12,0,0
4.35,8572.34,9320.81,8264.48,4088.72,cash_out,C9317684,M3282255,1,5,0
13.21,9259.27,8540.4,3059.23,5776.52,transfer,C3569548,M9903930,11,3,0
10.74,6859.72,8049.89,3707.86,521.48,transfer,C6996458,M6385189,23,6,0
6.99,2253.33,2534.41,294.14,5021.56,payment,C6369138,M3328002,2,1,0
14.48,2253.69,6112.67,4036.88,6449.34,payment,C5841424,M7634113,0,3,0
20.54,321.52,4856.93,3499.6,6696.41,debit,C2678642,M9470353,2,3,0
319.51,1616.45,6808.1,2845.63,1050.18,payment,C3771786,M6688369,6,5,0
0.31,1860.65,7617.42,7623.54,5221.76,payment,C8983752,M5565303,14,3,1
3.38,3260.47,8989.12,4865.95,3680.28,payment,C5417843,M4527356,20,6,0
18.31,4375.9,4760.43,4977.03,3429.23,cash_in,C3931337,M3363306,23,0,0
48.31,6163.67,8986.19,4920.08,9471.43,cash_out,C6007297,M2888331,11,1,0
247.81,1337.39,604.44,572.61,1318.39,payment,C5232239,M8756839,14,6,0
0.31,2702.02,6665.8,8204.61,6626.71,debit,C9116089,M3239622,5,2,1
2.13,5054.77,4072.78,1128.24,3491.83,cash_in,C6184505,M2597705,12,4,0
244.06,4729.17,6233.79,3209.33,2454.09,cash_out,C9999410,M7152516,11,2,0
50.26,6774.1,5862.52,9682.88,3505.7,debit,C6056852,M9183911,11,4,0
0.21,1638.3,8989.47,5355.94,9099.92,transfer,C4244994,M7887795,5,1,1
267.31,9627.07,3089.32,118.62,280.6,transfer,C5221527,M7718388,18,3,1
0.38,7322.38,4977.73,5939.69,7231.61,cash_out,C5879589,M3088521,17,2,0
23.6,9947.47,5230.2,2245.85,9394.42,payment,C7751520,M1622092,3,3,0
239.16,1097.65,870.55,3544.55,6810.26,transfer,C2759261,M8353947,23,0,1
60.94,7926.72,2770.13,431.09,5475.66,debit,C3987988,M9875182,10,2,0
5.39,7065.99,1187.44,8001.45,5825.18,cash_out,C8117239,M8468706,12,5,0
1123.99,4919.39,2477.51,8804.0,7976.28,debit,C7837038,M1762951,15,0,1
3.34,5429.48,2773.9,945.21,2214.95,payment,C2786278,M4252262,19,0,0
393.43,4734.15,8586.98,1733.19,6389.0,debit,C4803579,M8251335,12,6,1
4.42,4849.86,7741.72,5720.98,4472.13,transfer,C5496799,M9726837,0,1,0
19.67,8923.91,208.94,610.34,4617.14,cash_out,C7110350,M8330853,11,4,0
5.44,349.38,1823.65,8513.03,1896.6,cash_in,C4980974,M8899980,18,2,0
66.52,1500.76,5115.14,7659.51,3964.37,debit,C2739566,M2484123,4,5,0
2857.98,1745.85,2712.16,6610.98,3290.49,cash_out,C7335257,M2385938,3,4,1
19.35,5719.33,9786.65,8444.73,8119.12,payment,C7615498,M6343093,14,2,0
15.08,9155.66,7030.66,1890.55,6895.76,payment,C5700372,M5805165,2,0,0
5.34,6906.57,6690.75,7668.69,6993.2,transfer,C4587458,M7409677,14,1,0
4.64,3447.46,673.59,5570.91,6515.87,debit,C2682205,M4630384,14,6,0
18.03,3078.99,1087.2,7808.08,2866.64,cash_in,C2346727,M5364941,12,5,0
27066.72,2684.25,5270.05,2063.43,3304.07,transfer,C2634871,M2867171,5,3,1
298.06,213.04,116.03,4868.66,7799.34,payment,C8863696,M9101794,1,5,1
210.28,6647.86,4883.37,1173.23,5480.28,cash_in,C7328641,M3422314,23,4,0
68.82,6576.64,6921.52,750.24,4218.76,transfer,C9371623,M3470977,1,2,0
44.59,4008.04,588.32,3068.06,5059.94,debit,C4730755,M1750211,7,6,0
147.54,3043.99,3352.21,4066.0,6186.11,cash_in,C6008177,M2831874,18,4,0
872.63,9071.45,7552.04,6131.34,302.29,payment,C1556841,M9162832,20,0,1
911.49,6653.84,1233.48,9617.15,4561.22,transfer,C3070020,M2160166,23,6,1
22.11,1959.5,9935.35,1507.79,3973.47,transfer,C8757307,M5651852,5,0,0
148.4,763.15,2564.79,9023.15,7313.39,payment,C3883538,M7736540,0,1,0
0.29,9299.3,348.33,7107.61,4609.41,payment,C9630184,M1175565,4,6,1
11.55,2069.97,9937.18,5497.84,7584.45,payment,C4223308,M2387188,0,3,0
2.75,8054.03,8527.7,4852.18,3446.91,payment,C7331415,M4651932,22,5,0
5.4,1712.95,906.73,566.14,8097.29,transfer,C3525672,M5102758,6,0,0
6.62,9519.97,5870.78,4873.69,5824.07,cash_out,C6685375,M8613430,3,3,0
7.94,4910.73,365.57,423.32,4166.97,cash_in,C1956031,M6091294,2,1,0
474.34,3366.6,9635.45,2608.36,8110.6,debit,C6381462,M4503651,7,3,1
8.07,7584.94,4590.1,8344.01,4629.3,cash_in,C2017387,M1157537,12,2,0
0.47,6594.95,7172.62,5912.51,7188.18,cash_out,C2342662,M8925877,7,0,1
537.27,7933.33,7509.33,7253.37,4566.77,cash_in,C5429641,M6709049,3,6,1
263.33,5379.96,527.57,3104.36,8745.13,cash_in,C4644289,M2964069,17,0,1
1.21,8578.81,8466.74,1705.76,609.5,debit,C7037761,M6014641,15,3,0
4.49,607.13,9538.3,5803.69,3982.83,cash_in,C7074314,M5864218,21,5,0
21.25,1583.59,5696.22,4613.58,1747.55,debit,C4524697,M5966782,16,2,0
269.83,2111.85,203.12,5123.96,9570.72,cash_in,C9865495,M6853147,23,3,1
0.2,5942.31,6014.85,9229.47,9543.19,cash_in,C2135470,M4665551,16,1,1
3.15,4815.94,6285.48,8636.79,8843.2,cash_in,C8365749,M7284497,14,0,0
25.96,5693.51,8271.6,1528.72,2305.93,cash_in,C4082605,M8449742,2,5,0
3.63,4434.27,2459.79,3640.14,1387.16,debit,C8037085,M3892245,5,5,0
4.43,9671.67,6566.26,1762.46,2096.99,cash_out,C4231163,M5057676,1,6,0
62.74,2374.87,2871.24,323.32,4071.24,transfer,C7339201,M5338420,22,1,1
4.94,6158.52,6578.22,1988.22,4432.7,cash_in,C6421032,M3358453,19,2,0
49.74,4875.7,8362.98,426.76,3887.15,payment,C5258198,M9909750,17,2,1
0.39,3472.36,1155.67,9622.28,6354.34,debit,C1164512,M5293710,5,2,1
45.67,1517.41,8041.4,3307.44,9746.82,cash_in,C6078183,M3214797,11,2,0
95.58,8610.43,9516.85,5551.42,6411.66,cash_in,C7658665,M1459914,21,1,0
290.23,1387.61,1311.2,8888.37,9178.83,transfer,C2560784,M6469850,17,3,1
8.73,9519.06,7779.29,6652.15,5445.46,cash_in,C9799372,M9120779,5,4,0
24.55,7026.71,2590.82,1659.3,3166.18,payment,C7856711,M3913886,18,6,0
130.24,3166.12,1237.07,182.59,2027.51,cash_out,C9498639,M1111220,15,0,1
1902.55,1870.09,4927.92,3450.91,884.95,transfer,C3468592,M3671115,23,5,1
13.83,7259.27,4942.07,3045.82,9476.44,transfer,C7683184,M5620894,16,3,0
10.83,6992.14,649.98,8891.66,4117.33,cash_out,C8826026,M6360957,20,5,0
651.15,4116.96,6837.4,4528.43,2830.17,transfer,C4855602,M7681408,1,3,1
50.98,2994.31,5474.24,9394.63,1967.53,transfer,C7248893,M9517601,15,1,0
155.3,2240.06,5395.6,6478.21,4319.82,transfer,C5355629,M6629980,14,4,0
1478.38,847.23,7441.11,5362.1,5051.66,transfer,C8722609,M1116892,3,2,1
2048.65,5013.88,9814.04,9756.77,6726.16,transfer,C3166384,M6878695,2,4,1
1183.77,1631.9,7265.84,3593.03,2458.92,cash_out,C8549131,M1062928,8,4,1
65.81,4818.51,3470.61,1699.1,9103.96,payment,C9984639,M7240352,10,6,0
0.42,8040.52,6494.65,924.49,6055.27,transfer,C8829012,M6607731,14,2,1
3.37,7937.99,3166.75,1916.83,5656.76,cash_in,C4996732,M7912974,5,3,0
380.48,9264.19,2453.57,793.89,3073.75,debit,C8882386,M8541891,7,6,1
44.63,7915.1,4852.16,8830.5,2653.04,cash_out,C6129073,M4314388,20,2,0
14.72,4678.15,5004.53,6075.65,8683.4,payment,C8995231,M2850822,10,3,0
18.01,2305.72,5233.42,6795.85,525.8,cash_out,C1786436,M4798268,8,4,0
36.55,1341.07,4761.91,8655.03,9613.99,transfer,C1836164,M5816411,0,4,0
181.45,2357.74,4210.48,2951.04,1761.15,cash_in,C3322319,M3112096,11,2,1
43.33,2286.16,7840.71,2386.2,5994.78,transfer,C5503509,M1983940,3,5,0
29.5,1176.46,7136.37,7546.21,1925.03,cash_out,C7643810,M6213337,2,2,0
249.74,4268.93,9699.62,226.21,214.1,transfer,C9752729,M5460981,4,4,0
45.99,3366.6,5322.13,7395.92,4538.91,payment,C3744482,M3649367,18,4,0
39.59,9631.99,6509.07,3298.12,4230.84,cash_in,C9074865,M8997133,2,2,0
195.98,1771.23,4369.63,9136.48,7443.36,cash_in,C4964080,M7755917,10,0,1
